apt_name_dp,apt_IATA_dp,apt_time_dt_dp,apt_time_tm_dp,apt_name_ds,apt_IATA_ds,apt_time_dt_ds,apt_time_tm_ds,trip_class,price,ticket_sold_by,travel_type
Chicago O'Hare International Airport,ORD,2025-11-29,11:47:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,15:09:00,Economy,199,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,15:57:00,Economy,221,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,13:10:00,Vancouver International Airport,YVR,2025-11-29,15:50:00,Economy,242,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,13:15:00,Toronto Pearson International Airport,YYZ,2025-11-29,16:04:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,13:19:00,Toronto Pearson International Airport,YYZ,2025-11-29,16:02:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,14:00:00,Toronto Pearson International Airport,YYZ,2025-11-29,16:39:00,Economy,211,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,15:00:00,Toronto Pearson International Airport,YYZ,2025-11-29,17:40:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,18:40:00,Economy,288,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,15:40:00,Vancouver International Airport,YVR,2025-11-29,18:15:00,Economy,279,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,15:55:00,Toronto Pearson International Airport,YYZ,2025-11-29,18:34:00,Economy,211,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,17:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-11-29,21:17:00,Economy,180,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,18:28:00,Toronto Pearson International Airport,YYZ,2025-11-29,21:21:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,18:34:00,Toronto Pearson International Airport,YYZ,2025-11-29,21:29:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,20:15:00,Toronto Pearson International Airport,YYZ,2025-11-29,22:54:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-11-29,21:20:00,Toronto Pearson International Airport,YYZ,2025-11-29,23:59:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,07:10:00,Toronto Pearson International Airport,YYZ,2025-12-06,09:58:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,08:00:00,Toronto Pearson International Airport,YYZ,2025-12-06,10:40:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,08:10:00,Toronto Pearson International Airport,YYZ,2025-12-06,10:56:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,08:45:00,Calgary International Airport,YYC,2025-12-06,11:35:00,Economy,263,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,09:41:00,Toronto Pearson International Airport,YYZ,2025-12-06,12:32:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,10:00:00,Toronto Pearson International Airport,YYZ,2025-12-06,12:40:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,10:38:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,14:00:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,11:15:00,Toronto Pearson International Airport,YYZ,2025-12-06,14:01:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,11:38:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,15:01:00,Economy,172,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,15:57:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,13:06:00,Toronto Pearson International Airport,YYZ,2025-12-06,16:02:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,13:10:00,Vancouver International Airport,YVR,2025-12-06,15:50:00,Economy,455,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,13:16:00,Toronto Pearson International Airport,YYZ,2025-12-06,16:03:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,14:00:00,Toronto Pearson International Airport,YYZ,2025-12-06,16:39:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,18:40:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,15:40:00,Vancouver International Airport,YVR,2025-12-06,18:15:00,Economy,242,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,15:55:00,Toronto Pearson International Airport,YYZ,2025-12-06,18:34:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,17:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-06,21:17:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,18:28:00,Toronto Pearson International Airport,YYZ,2025-12-06,21:21:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,18:34:00,Toronto Pearson International Airport,YYZ,2025-12-06,21:29:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,20:15:00,Toronto Pearson International Airport,YYZ,2025-12-06,22:54:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-06,21:10:00,Toronto Pearson International Airport,YYZ,2025-12-06,23:59:00,Economy,218,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,07:05:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,10:10:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,07:10:00,Toronto Pearson International Airport,YYZ,2025-12-13,09:58:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,08:00:00,Toronto Pearson International Airport,YYZ,2025-12-13,10:40:00,Economy,224,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,08:10:00,Toronto Pearson International Airport,YYZ,2025-12-13,10:56:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,08:45:00,Calgary International Airport,YYC,2025-12-13,11:35:00,Economy,156,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,09:41:00,Toronto Pearson International Airport,YYZ,2025-12-13,12:32:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,10:38:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,14:00:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,11:15:00,Toronto Pearson International Airport,YYZ,2025-12-13,14:01:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,11:38:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,15:01:00,Economy,172,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,15:57:00,Economy,199,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,13:06:00,Toronto Pearson International Airport,YYZ,2025-12-13,16:02:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,13:10:00,Vancouver International Airport,YVR,2025-12-13,15:50:00,Economy,242,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,13:16:00,Toronto Pearson International Airport,YYZ,2025-12-13,16:03:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,14:00:00,Toronto Pearson International Airport,YYZ,2025-12-13,16:39:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,18:40:00,Economy,394,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,15:40:00,Vancouver International Airport,YVR,2025-12-13,18:15:00,Economy,349,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,15:55:00,Toronto Pearson International Airport,YYZ,2025-12-13,18:34:00,Economy,211,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,17:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-13,21:17:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,18:28:00,Toronto Pearson International Airport,YYZ,2025-12-13,21:21:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,18:34:00,Toronto Pearson International Airport,YYZ,2025-12-13,21:29:00,Economy,122,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,20:15:00,Toronto Pearson International Airport,YYZ,2025-12-13,22:54:00,Economy,96,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-13,21:10:00,Toronto Pearson International Airport,YYZ,2025-12-13,23:59:00,Economy,96,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,07:05:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,10:10:00,Economy,505,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,07:10:00,Toronto Pearson International Airport,YYZ,2025-12-20,09:58:00,Economy,218,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,08:00:00,Toronto Pearson International Airport,YYZ,2025-12-20,10:40:00,Economy,246,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,08:06:00,Toronto Pearson International Airport,YYZ,2025-12-20,10:56:00,Economy,158,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,08:45:00,Calgary International Airport,YYC,2025-12-20,11:35:00,Economy,476,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,09:45:00,Toronto Pearson International Airport,YYZ,2025-12-20,12:32:00,Economy,162,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,09:50:00,Calgary International Airport,YYC,2025-12-20,12:48:00,Economy,461,[],One way
Chicago O'Hare International Airport,ORD,2025-12-20,10:00:00,Toronto Pearson International Airport,YYZ,2025-12-20,12:40:00,Economy,295,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,10:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,14:00:00,Economy,505,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,11:15:00,Toronto Pearson International Airport,YYZ,2025-12-20,14:01:00,Economy,264,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,11:56:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,15:11:00,Economy,360,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,15:57:00,Economy,494,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,13:05:00,Vancouver International Airport,YVR,2025-12-20,15:50:00,Economy,752,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,13:13:00,Toronto Pearson International Airport,YYZ,2025-12-20,16:02:00,Economy,258,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,13:18:00,Toronto Pearson International Airport,YYZ,2025-12-20,16:00:00,Economy,206,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,14:00:00,Toronto Pearson International Airport,YYZ,2025-12-20,16:39:00,Economy,435,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,15:00:00,Toronto Pearson International Airport,YYZ,2025-12-20,17:40:00,Economy,179,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,18:40:00,Economy,645,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,15:40:00,Vancouver International Airport,YVR,2025-12-20,18:15:00,Economy,602,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,15:55:00,Toronto Pearson International Airport,YYZ,2025-12-20,18:34:00,Economy,492,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,17:52:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-20,21:17:00,Economy,282,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,18:16:00,Toronto Pearson International Airport,YYZ,2025-12-20,21:21:00,Economy,406,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,18:31:00,Toronto Pearson International Airport,YYZ,2025-12-20,21:26:00,Economy,142,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,20:15:00,Toronto Pearson International Airport,YYZ,2025-12-20,22:54:00,Economy,281,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-20,21:20:00,Toronto Pearson International Airport,YYZ,2025-12-20,23:59:00,Economy,156,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,07:05:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,10:10:00,Economy,376,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,07:10:00,Toronto Pearson International Airport,YYZ,2025-12-27,09:58:00,Economy,264,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,08:06:00,Toronto Pearson International Airport,YYZ,2025-12-27,10:56:00,Economy,118,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,08:45:00,Calgary International Airport,YYC,2025-12-27,11:35:00,Economy,691,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,09:45:00,Toronto Pearson International Airport,YYZ,2025-12-27,12:32:00,Economy,118,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,09:53:00,Calgary International Airport,YYC,2025-12-27,12:51:00,Economy,666,[],One way
Chicago O'Hare International Airport,ORD,2025-12-27,10:00:00,Toronto Pearson International Airport,YYZ,2025-12-27,12:40:00,Economy,349,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,10:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,14:00:00,Economy,259,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,11:15:00,Toronto Pearson International Airport,YYZ,2025-12-27,14:01:00,Economy,295,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,11:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,15:10:00,Economy,268,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,15:57:00,Economy,376,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,13:05:00,Vancouver International Airport,YVR,2025-12-27,15:50:00,Economy,1076,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,13:13:00,Toronto Pearson International Airport,YYZ,2025-12-27,16:02:00,Economy,218,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,13:18:00,Toronto Pearson International Airport,YYZ,2025-12-27,16:00:00,Economy,118,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,14:00:00,Toronto Pearson International Airport,YYZ,2025-12-27,16:39:00,Economy,295,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,15:00:00,Toronto Pearson International Airport,YYZ,2025-12-27,17:40:00,Economy,137,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,18:40:00,Economy,376,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,15:40:00,Vancouver International Airport,YVR,2025-12-27,18:15:00,Economy,483,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,15:55:00,Toronto Pearson International Airport,YYZ,2025-12-27,18:35:00,Economy,389,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,17:52:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2025-12-27,21:17:00,Economy,259,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,18:16:00,Toronto Pearson International Airport,YYZ,2025-12-27,21:21:00,Economy,295,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,18:31:00,Toronto Pearson International Airport,YYZ,2025-12-27,21:26:00,Economy,143,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,20:15:00,Toronto Pearson International Airport,YYZ,2025-12-27,22:54:00,Economy,133,['United'],One way
Chicago O'Hare International Airport,ORD,2025-12-27,21:20:00,Toronto Pearson International Airport,YYZ,2025-12-27,23:59:00,Economy,156,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,07:10:00,Toronto Pearson International Airport,YYZ,2026-01-03,09:58:00,Economy,218,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,07:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,10:20:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,08:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,10:40:00,Economy,349,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,08:06:00,Toronto Pearson International Airport,YYZ,2026-01-03,10:56:00,Economy,158,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,08:45:00,Calgary International Airport,YYC,2026-01-03,11:35:00,Economy,235,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,09:45:00,Toronto Pearson International Airport,YYZ,2026-01-03,12:32:00,Economy,234,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,09:53:00,Calgary International Airport,YYC,2026-01-03,12:51:00,Economy,558,[],One way
Chicago O'Hare International Airport,ORD,2026-01-03,10:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,12:40:00,Economy,211,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,10:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,14:00:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,11:15:00,Toronto Pearson International Airport,YYZ,2026-01-03,14:01:00,Economy,250,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,11:55:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,15:10:00,Economy,268,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,15:57:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,13:05:00,Vancouver International Airport,YVR,2026-01-03,15:50:00,Economy,439,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,13:13:00,Toronto Pearson International Airport,YYZ,2026-01-03,16:02:00,Economy,250,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,13:18:00,Toronto Pearson International Airport,YYZ,2026-01-03,16:00:00,Economy,234,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,16:39:00,Economy,133,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,15:00:00,Toronto Pearson International Airport,YYZ,2026-01-03,17:40:00,Economy,168,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,18:40:00,Economy,143,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,15:40:00,Vancouver International Airport,YVR,2026-01-03,18:15:00,Economy,483,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,15:55:00,Toronto Pearson International Airport,YYZ,2026-01-03,18:34:00,Economy,133,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,17:52:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-03,21:17:00,Economy,172,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,18:16:00,Toronto Pearson International Airport,YYZ,2026-01-03,21:21:00,Economy,320,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,18:31:00,Toronto Pearson International Airport,YYZ,2026-01-03,21:26:00,Economy,158,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,20:15:00,Toronto Pearson International Airport,YYZ,2026-01-03,22:54:00,Economy,133,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-03,21:20:00,Toronto Pearson International Airport,YYZ,2026-01-03,23:59:00,Economy,218,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,07:10:00,Toronto Pearson International Airport,YYZ,2026-01-10,09:58:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,07:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,10:20:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,08:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,10:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,08:45:00,Calgary International Airport,YYC,2026-01-10,11:35:00,Economy,154,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,09:41:00,Toronto Pearson International Airport,YYZ,2026-01-10,12:34:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,09:45:00,Calgary International Airport,YYC,2026-01-10,12:48:00,Economy,176,[],One way
Chicago O'Hare International Airport,ORD,2026-01-10,10:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,12:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,10:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,14:00:00,Economy,102,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,11:15:00,Toronto Pearson International Airport,YYZ,2026-01-10,14:01:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,11:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,15:08:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,16:01:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,13:05:00,Vancouver International Airport,YVR,2026-01-10,15:50:00,Economy,242,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,13:13:00,Toronto Pearson International Airport,YYZ,2026-01-10,16:02:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,13:20:00,Toronto Pearson International Airport,YYZ,2026-01-10,16:03:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-10,16:39:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,18:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,15:37:00,Toronto Pearson International Airport,YYZ,2026-01-10,18:20:00,Economy,160,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,15:40:00,Vancouver International Airport,YVR,2026-01-10,18:15:00,Economy,242,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,15:55:00,Toronto Pearson International Airport,YYZ,2026-01-10,18:34:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,17:52:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-10,21:17:00,Economy,102,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,18:28:00,Toronto Pearson International Airport,YYZ,2026-01-10,21:21:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,20:30:00,Toronto Pearson International Airport,YYZ,2026-01-10,23:05:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-10,21:15:00,Toronto Pearson International Airport,YYZ,2026-01-10,23:59:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,07:10:00,Toronto Pearson International Airport,YYZ,2026-01-17,09:58:00,Economy,245,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,07:15:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,10:20:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,08:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,10:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,08:45:00,Calgary International Airport,YYC,2026-01-17,11:35:00,Economy,334,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,09:41:00,Toronto Pearson International Airport,YYZ,2026-01-17,12:34:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,09:45:00,Calgary International Airport,YYC,2026-01-17,12:48:00,Economy,176,[],One way
Chicago O'Hare International Airport,ORD,2026-01-17,10:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,12:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,10:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,14:00:00,Economy,102,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,11:15:00,Toronto Pearson International Airport,YYZ,2026-01-17,14:01:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,11:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,15:08:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,12:50:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,16:01:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,13:05:00,Vancouver International Airport,YVR,2026-01-17,15:50:00,Economy,242,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,13:13:00,Toronto Pearson International Airport,YYZ,2026-01-17,16:02:00,Economy,64,['Air Canada'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,13:20:00,Toronto Pearson International Airport,YYZ,2026-01-17,16:03:00,Economy,67,['Porter Airlines'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,14:00:00,Toronto Pearson International Airport,YYZ,2026-01-17,16:39:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,15:35:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,18:40:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,15:40:00,Vancouver International Airport,YVR,2026-01-17,18:15:00,Economy,242,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,15:55:00,Toronto Pearson International Airport,YYZ,2026-01-17,18:34:00,Economy,64,['United'],One way
Chicago O'Hare International Airport,ORD,2026-01-17,17:52:00,Montréal-Pierre Elliott Trudeau International Airport,YUL,2026-01-17,21:17:00,Economy,102,['Air Canada'],One way
